delta,theta,alpha,beta,gamma,     deltaRIR,thetaRIR,alphaRIR,betaRIR,gammaRIR,     PFD,HFD,hjorth_mobility,hjorth_complexity,     spec_entropy,svd_entropy,fisher_info,     approx_entropy,DFA,Hurst
9.150521497029464157e+00,1.484973790503156810e-01,1.887512186585120211e-01,1.177811840780475183e+00,7.770009615083085741e+00,4.963508478647507549e-01,8.054928893532998721e-03,1.023841400154854378e-02,6.388793316165783387e-02,4.214678760785098843e-01,5.933705433020527442e-01,1.312319968979235529e+00,2.254468987444221972e-02,6.736628644896121898e+01,3.784903618206288956e-01,1.208852720238028811e+00,6.019966234902213165e-01,3.485581615067457652e-03,0.000000000000000000e+00,3.557526930548480792e-01
9.193907845473896501e+00,2.213579523920675696e-01,2.355356294289647212e-01,1.047134843260248749e+00,7.904715493891435685e+00,4.942256599699024200e-01,1.189926872765133779e-02,1.266140077293283553e-02,5.628954713120700587e-02,4.249241233983064303e-01,5.933705433020527442e-01,1.329956841320105054e+00,2.274868780321272904e-02,6.541432163445692538e+01,3.841838277392150558e-01,1.207647604537878339e+00,5.952617543394153055e-01,1.891065740955863786e-02,0.000000000000000000e+00,3.581607989335438003e-01
9.181725653277188925e+00,2.399269079751837341e-01,3.132200245898261737e-01,1.103134613542029019e+00,7.662046146323654661e+00,4.963080636417408487e-01,1.296898465597387702e-02,1.693076331925794098e-02,5.962872608677977082e-02,4.141634622962475087e-01,5.923356877662105946e-01,1.334948394527160520e+00,2.275557378344816861e-02,6.735797083681288200e+01,3.984185935234825227e-01,1.241700261575091835e+00,5.913421998814059055e-01,-5.277755397901562687e-03,0.000000000000000000e+00,3.823461537852803072e-01
9.167434136657911736e+00,1.437363071807645776e-01,2.804579605233632478e-01,1.256784502595911901e+00,7.340145807574848469e+00,5.040220217852149354e-01,7.902567181748060277e-03,1.541947137896501792e-02,6.909753116346328827e-02,4.035584084906086999e-01,5.944240987587744440e-01,1.316200398096742497e+00,2.255965955110775245e-02,6.780130299903044033e+01,3.930273252525279815e-01,1.163439266205740896e+00,6.093854398687856833e-01,1.512856331948802396e-02,0.000000000000000000e+00,3.747365511031808816e-01
9.143965438788814737e+00,1.411602985776665431e-01,1.110926107689061970e-01,1.123327768390005588e+00,5.509767079491772357e+00,5.704527278848623428e-01,8.806384706035995727e-03,6.930590812618820686e-03,7.007959446878365972e-02,3.437307021276990171e-01,5.965898409605003838e-01,1.324279203022526996e+00,2.280869882108728375e-02,6.463396011154897280e+01,3.620030500817873476e-01,1.091828961606687853e+00,6.127520625921031305e-01,1.561947401798930921e-02,0.000000000000000000e+00,3.683615439093143040e-01
9.072122554130828576e+00,1.804184511364511079e-01,1.848436125324595392e-01,1.077308300404061780e+00,6.263223060804695486e+00,5.407180823578634499e-01,1.075332904051848164e-02,1.101707820945846926e-02,6.420989959372333522e-02,3.733016107984363785e-01,5.944240987587744440e-01,1.317806545491662762e+00,2.204582056116640570e-02,6.753837417913121044e+01,3.772542385580052171e-01,1.157992812000455896e+00,6.100226250535141226e-01,2.289373901333909347e-02,0.000000000000000000e+00,3.608159875307666575e-01
9.164379685241453188e+00,2.382591367480209887e-01,2.328684744490746583e-01,1.020370504262570144e+00,7.111989192910979085e+00,5.157838973319773812e-01,1.340955202071694198e-02,1.310615812988669311e-02,5.742785583826204993e-02,4.002725366791568540e-01,5.944240987587744440e-01,1.328262014337243890e+00,2.212305735717698743e-02,6.720961229099970069e+01,3.853507544389552786e-01,1.158286904538994744e+00,6.080310922995713074e-01,1.835208082930853005e-03,0.000000000000000000e+00,3.937271184573621907e-01
9.186373805279144378e+00,2.042054273273159470e-01,2.135097938950146768e-01,1.022245229335325911e+00,6.377502446997262098e+00,5.402530008858549282e-01,1.200937358409708867e-02,1.255656576962001572e-02,6.011850426468434705e-02,3.750625554957435215e-01,5.999953753101423537e-01,1.330832713433370618e+00,2.323734765126983862e-02,6.456514899759294224e+01,3.788499981015086004e-01,1.171593381290112035e+00,6.037029987224533656e-01,-6.572616151229205249e-03,0.000000000000000000e+00,3.909875452252680739e-01
9.124934054495508207e+00,1.740926319365272423e-01,2.294162977981416551e-01,1.399100753720611934e+00,5.392102940967568259e+00,5.591379662822635321e-01,1.066767163295387170e-02,1.405767553132755698e-02,8.573106889182616208e-02,3.304056176616286811e-01,6.023792391151625569e-01,1.289159329482596261e+00,2.228462170971096806e-02,6.771232127423625968e+01,4.001700452498017646e-01,1.162059374175206328e+00,6.006127005268864227e-01,4.925403960792267000e-03,0.000000000000000000e+00,3.790661546768112067e-01
9.073316871495814340e+00,1.909830639565252841e-01,1.801245735363648792e-01,1.514324172961643011e+00,6.361921490221880582e+00,5.238432913567747651e-01,1.102630914728477962e-02,1.039939977759965668e-02,8.742872867555608052e-02,3.673022710427847337e-01,5.988382967930719891e-01,1.271083239018023114e+00,2.217042051779909151e-02,6.777423252497673900e+01,4.032089976452767344e-01,1.154330490402584841e+00,6.065432500648624270e-01,-1.509527965130121052e-02,0.000000000000000000e+00,3.726107031672369341e-01
9.096655792368274263e+00,1.583748272653386635e-01,1.877112874570858181e-01,1.063938775259801073e+00,6.552455588441824297e+00,5.332424601087832894e-01,9.283871396027180631e-03,1.100356339719697936e-02,6.236768136270861435e-02,3.841024237352838600e-01,6.011754083795008974e-01,1.332551627578981268e+00,2.387809523706719769e-02,6.286023008931416456e+01,3.736760661300068120e-01,1.191310272567904560e+00,5.974096222505445031e-01,1.960255562176687477e-02,0.000000000000000000e+00,3.570475311884637737e-01
9.030785559253533989e+00,1.862696152890487566e-01,3.374213815077038436e-01,1.466705056278573283e+00,9.320286525543641787e+00,4.439593788434415544e-01,9.157137234467606010e-03,1.658785782917409843e-02,7.210418866216480871e-02,4.581914374307518578e-01,6.011754083795008974e-01,1.290840325389650989e+00,2.499789170698898597e-02,6.157375373392120821e+01,4.107549962879395999e-01,1.286373680729854030e+00,5.697420914203376041e-01,1.248959214093734761e-02,0.000000000000000000e+00,3.827427777176701240e-01
9.016823037483165493e+00,1.404616705586151926e-01,3.575293212074567295e-01,1.495193019790313826e+00,9.063660696422067176e+00,4.491866235816195374e-01,6.997309726338957030e-03,1.781086175884769029e-02,7.448529280994781177e-02,4.515199121232459367e-01,5.954969793383102505e-01,1.259560979632721178e+00,2.527042365101396862e-02,6.137168143259408737e+01,4.097112523094896819e-01,1.322477537827634553e+00,5.749633685081753098e-01,2.454411254547666024e-02,0.000000000000000000e+00,3.653112736619821277e-01
9.052670343253268470e+00,1.352274835740776282e-01,2.144049811650770576e-01,1.340285444325716613e+00,7.739942613334467758e+00,4.897960354594340648e-01,7.316502515647379731e-03,1.160041245019755377e-02,7.251633740357842084e-02,4.187707121711426450e-01,5.944240987587744440e-01,1.307264636894259757e+00,2.342898897479599868e-02,6.364639956063192017e+01,3.899238093900189162e-01,1.262310185363513915e+00,5.801495648609263922e-01,1.705929636371315491e-02,0.000000000000000000e+00,3.683357209465928928e-01
9.006603425239436689e+00,7.739431666517181119e-02,1.984975654854040095e-01,1.253590073459302845e+00,6.924386335230119371e+00,5.158281844668154426e-01,4.432544430852861268e-03,1.136839649656238085e-02,7.179588809762026125e-02,3.965749865081489856e-01,5.923356877662105946e-01,1.311896137184588307e+00,2.311498837141285137e-02,6.597069351843437346e+01,3.762110409510998621e-01,1.225241843085782101e+00,5.936318428923651469e-01,-5.277755397901081301e-03,0.000000000000000000e+00,3.108864033498853208e-01
9.051273890252636178e+00,9.745852187699127755e-02,1.813454364377191930e-01,1.212138942956157317e+00,6.923805748885037303e+00,5.182218143433656721e-01,5.579892139238683442e-03,1.038275520475066306e-02,6.939982701567065648e-02,3.964157112969742824e-01,5.893374914205662396e-01,1.292295084839089503e+00,2.294114754231423026e-02,6.498288811814364863e+01,3.741554689835310255e-01,1.161740726840108540e+00,5.993298421736527049e-01,2.485037565239022958e-02,0.000000000000000000e+00,3.436294445790241125e-01
8.999705044838831824e+00,8.087443462924141790e-02,1.709038650902624246e-01,1.158302552895809301e+00,6.097856061525239291e+00,5.451841678661689672e-01,4.899211821422472246e-03,1.035301501661772643e-02,7.016765663891486038e-02,3.693959486568759165e-01,5.913189358121807571e-01,1.308849026548760008e+00,2.275483701799341230e-02,6.591442561793803634e+01,3.669154953390295071e-01,1.164432390466192180e+00,6.036605997083165365e-01,1.781678416993890887e-02,0.000000000000000000e+00,3.245944155987917079e-01
9.055628455683740086e+00,7.224018478457901182e-02,2.450586444578141954e-01,1.112986206103533604e+00,6.000427972704338586e+00,5.492806560875830302e-01,4.381820244563663404e-03,1.486434361419023027e-02,6.750959323218168329e-02,3.639635868214812775e-01,5.903197182451456193e-01,1.327809453110469606e+00,2.228268924670753076e-02,6.845996842432589347e+01,3.712015000960454114e-01,1.133295555199618665e+00,6.137987509838152000e-01,1.622243655910582741e-02,0.000000000000000000e+00,3.531479332535897298e-01
9.055456403798881837e+00,1.262931909646551609e-01,2.438334288410740069e-01,1.191463101428886562e+00,6.777048198304885140e+00,5.206052258581119752e-01,7.260693693905195811e-03,1.401817331264626487e-02,6.849813961456163725e-02,3.896177675207749269e-01,5.893374914205662396e-01,1.336920715121355352e+00,2.230570457467833875e-02,6.857019487703553295e+01,3.846399185277847299e-01,1.128149078988899268e+00,6.149262989899186849e-01,-2.243585441347041576e-03,0.000000000000000000e+00,3.487575125211677673e-01
8.998103564001626253e+00,1.369317842109695205e-01,2.032929718372527006e-01,1.032380218796620230e+00,5.894795611972256211e+00,5.532016395291816657e-01,8.418539194438500947e-03,1.249841197372415780e-02,6.347053305105551657e-02,3.624108762516004001e-01,5.903197182451456193e-01,1.333877046338300287e+00,2.206535620407808207e-02,6.858712920613146480e+01,3.712483268413176440e-01,1.141409970809889041e+00,6.125966214277398514e-01,-9.260837001680091024e-03,0.000000000000000000e+00,3.484809287826469704e-01
8.958684447772668591e+00,9.556217066108485536e-02,1.428127423203526536e-01,1.020758847117973822e+00,6.641815628002003535e+00,5.313688621582218774e-01,5.668104751939915045e-03,8.470690627721369145e-03,6.054454426797774985e-02,3.939477981941391649e-01,5.913189358121807571e-01,1.318462898186594456e+00,2.259635803817404073e-02,6.682271359911531761e+01,3.575838460588923184e-01,1.192064813600880901e+00,5.963922282375931916e-01,1.104976979521109237e-02,0.000000000000000000e+00,3.136899674366430690e-01
8.952283562662977090e+00,1.284568185237258686e-01,1.792412604678955135e-01,1.179121952207581536e+00,7.281356358515599148e+00,5.051947628177527738e-01,7.249067962623013082e-03,1.011493273592170214e-02,6.654014373082703382e-02,4.109010927528756740e-01,5.913189358121807571e-01,1.296785713132069029e+00,2.229164273944277824e-02,6.869056206525497998e+01,3.774322817598001478e-01,1.187939640264375596e+00,5.957670500079217391e-01,2.592790896989264834e-02,0.000000000000000000e+00,3.443564809387971160e-01
8.997035631310755122e+00,9.249131636243773658e-02,1.980646542025427670e-01,1.099537228423329127e+00,7.437443393693492943e+00,5.047546453429272439e-01,5.188978181363638857e-03,1.111188822450056603e-02,6.168659839944488910e-02,4.172578898517636525e-01,5.893374914205662396e-01,1.309487023162432040e+00,2.267632489910623161e-02,6.580990407405469966e+01,3.692175258447558672e-01,1.198970917435858485e+00,6.039291128540383857e-01,2.303870060573240397e-02,0.000000000000000000e+00,3.328318295879619249e-01
9.003983944713107590e+00,7.630526565391441973e-02,2.091816579237565643e-01,1.186801243276536022e+00,7.534590215479721742e+00,4.999196474447402117e-01,4.236624780554025527e-03,1.161419448582575766e-02,6.589363805720220568e-02,4.183358952316778012e-01,5.883717357642458401e-01,1.270989586605914656e+00,2.338378444993126359e-02,6.570542468377971090e+01,3.732397960196495723e-01,1.214244251875310487e+00,5.946918736173243403e-01,7.508349218037013890e-03,0.000000000000000000e+00,3.384699045609925183e-01
9.010733878715184275e+00,1.476719536073449190e-01,2.691566900813656682e-01,1.110520176845136708e+00,9.043053735777229818e+00,4.601742043223294720e-01,7.541541528876379887e-03,1.374571343060072490e-02,5.671377555281548188e-02,4.618247651653780150e-01,5.874219543968483004e-01,1.276336612969070305e+00,2.417819995260134247e-02,6.485165398278554960e+01,3.825585408952887345e-01,1.297036091682411740e+00,5.889714353048072226e-01,3.821967048465285937e-03,0.000000000000000000e+00,3.334256112078524126e-01
9.011211577560487740e+00,1.395730218146131185e-01,2.585344307515161644e-01,1.513539300013447386e+00,9.021906212746761966e+00,4.518083709729369124e-01,6.997977916184072895e-03,1.296252107642558576e-02,7.588654640464240209e-02,4.523445836298112255e-01,5.883717357642458401e-01,1.261642127988918505e+00,2.421862580028894332e-02,6.390678022182880369e+01,4.011904796998941314e-01,1.307971574828066919e+00,5.828230135643146514e-01,-7.676053063556186745e-03,0.000000000000000000e+00,3.455541799837242301e-01
8.984699090527021426e+00,1.563505867560208984e-01,2.416357736777047238e-01,1.508963638289774867e+00,8.828478514651809661e+00,4.556105959856505683e-01,7.928477436681562185e-03,1.225325609099448335e-02,7.651895913651046710e-02,4.476887113501628046e-01,5.913189358121807571e-01,1.258973239202553884e+00,2.394801366766549991e-02,6.548221378595366104e+01,4.020808813301230411e-01,1.297723787308891596e+00,5.875873553763480972e-01,3.179318508157258881e-03,0.000000000000000000e+00,3.544513528076054243e-01
8.991940061421939134e+00,1.074696906747338726e-01,2.540857469579174133e-01,1.559324730401605352e+00,8.510215572887849689e+00,4.629523496186295217e-01,5.533104699408731078e-03,1.308167011293123218e-02,8.028223529369286904e-02,4.381506402753376217e-01,5.893374914205662396e-01,1.240294571631683107e+00,2.342336423512694776e-02,6.702505851499081757e+01,4.004548640149239169e-01,1.297822623370604722e+00,5.886018655660114618e-01,2.487420295949023270e-03,0.000000000000000000e+00,nan
9.081527689011247517e+00,2.019646447452703719e-01,1.948058434180617304e-01,1.703892189614718555e+00,8.655318378545899805e+00,4.577957749430998091e-01,1.018094798787486099e-02,9.820075994364485875e-03,8.589244806333808102e-02,4.363107530113226606e-01,5.893374914205662396e-01,1.228793641435173667e+00,2.385552996960588548e-02,6.628104891283807376e+01,4.104731666539037649e-01,1.328939704591759696e+00,5.796584081434014157e-01,-2.244891664502678824e-02,0.000000000000000000e+00,3.889609039792463752e-01
9.137478912693859812e+00,2.126064969804654647e-01,2.014631577522555950e-01,1.580411212830004075e+00,8.583610451452605261e+00,4.634651093173940417e-01,1.078368489887873184e-02,1.021847988085253928e-02,8.016056316180891761e-02,4.353721627410657713e-01,5.903197182451456193e-01,1.229081917672466107e+00,2.260677604075503680e-02,6.994212679020925805e+01,4.066034773622102527e-01,1.295060540899751977e+00,6.012745406280511906e-01,-2.932120661296218692e-02,0.000000000000000000e+00,4.252569355240192195e-01
9.260296123703264826e+00,2.461524815694813295e-01,2.956717456210649630e-01,1.539634541076446705e+00,8.380740939251603905e+00,4.695296276368670640e-01,1.248079774872141480e-02,1.499159883978777759e-02,7.806489372603214738e-02,4.249330820485914817e-01,5.954969793383102505e-01,1.199138580686038846e+00,2.198916549616967975e-02,7.224941181982276817e+01,4.173736198722171609e-01,1.231707991996096707e+00,6.227479969910002522e-01,-3.519533526177433258e-02,0.000000000000000000e+00,3.859908288697009304e-01
9.254708706133531138e+00,1.751879620324189868e-01,3.057922677316231574e-01,1.840040742385470551e+00,7.899212889165164952e+00,4.752110910767204377e-01,8.995557312977162795e-03,1.570183155470485786e-02,9.448247336354378967e-02,4.056090466920537208e-01,6.023792391151625569e-01,1.142619512086844757e+00,2.079131529648267987e-02,7.640428647552677432e+01,4.250396647887669799e-01,1.246031505178314402e+00,6.267565042803876496e-01,-4.893991519764513687e-02,0.000000000000000000e+00,4.877685613908143702e-01
9.314183301501728351e+00,2.324571210671177723e-01,3.360036256662712884e-01,2.117922422569699314e+00,7.639253222019138256e+00,4.742499395198097045e-01,1.183601095645768660e-02,1.710828464423434087e-02,1.078381805787937547e-01,3.889675843007044942e-01,6.048618971198859162e-01,1.063933176469043174e+00,2.003367977813092990e-02,7.626327394502301615e+01,4.449260215918161565e-01,1.283169415101384159e+00,6.013486722164528286e-01,-4.893991519764513687e-02,0.000000000000000000e+00,4.335719483053400158e-01
9.280448194040120669e+00,2.688878789262723612e-01,4.780853810256234793e-01,2.242896441878265978e+00,8.147403055004952321e+00,4.545290934462644095e-01,1.316933851594960167e-02,2.341521770112788350e-02,1.098504797511262315e-01,3.990358705855318044e-01,6.159492617696192829e-01,9.911082805861316514e-01,2.135927012945897097e-02,7.118425931136467000e+01,4.634808254190163068e-01,1.292349872929384969e+00,6.010202914982525346e-01,-4.893991519764513687e-02,0.000000000000000000e+00,4.345589344524388720e-01
9.394503817499188614e+00,2.652031808161115500e-01,3.979809332672418765e-01,2.225730276022537257e+00,8.752625851759837872e+00,4.465908034318316622e-01,1.260708430100702417e-02,1.891900074672390672e-02,1.058055530660327176e-01,4.160775584544046390e-01,6.206782644989812248e-01,1.014666044167476855e+00,2.209755684342577450e-02,6.805680281019608913e+01,4.522434008547818185e-01,1.309796413097254808e+00,5.840076034335448529e-01,-4.893991519764513687e-02,0.000000000000000000e+00,nan
9.331573183786524339e+00,2.488018467725040539e-01,4.016104521689753404e-01,2.584467562295366339e+00,8.386881211207448672e+00,4.453502755062301310e-01,1.187409334142220003e-02,1.916689951383512489e-02,1.233439762231079012e-01,4.002647554154046827e-01,6.190620603441742142e-01,1.045268406742069889e+00,2.311705075685903388e-02,6.325198822194836623e+01,4.640205412413701547e-01,1.366240273421485130e+00,5.631364713535167432e-01,-4.893991519764513687e-02,0.000000000000000000e+00,4.430804678316631606e-01
9.321442551046267511e+00,1.424737276468377722e-01,5.298754387050598202e-01,2.501174766015289208e+00,9.139546389345751365e+00,4.308598305803885697e-01,6.585483504286873159e-03,2.449213632964415341e-02,1.156104036511313576e-01,4.224521459345489949e-01,6.223368697596567412e-01,1.083675864744030104e+00,2.489449162230380347e-02,5.985533282155051893e+01,4.573859570065564872e-01,1.350854192866710601e+00,5.646032546784165440e-01,-4.206762522971022045e-02,0.000000000000000000e+00,4.487517067245118674e-01
9.303426506262630014e+00,2.938201741490634733e-01,3.538574067909062149e-01,2.286310070378819503e+00,9.847063373989962898e+00,4.212654110998415025e-01,1.330437515349982766e-02,1.602290143767454156e-02,1.035256581058062869e-01,4.458816542031779351e-01,6.159492617696192829e-01,1.138432378309271575e+00,2.504465238772650426e-02,6.058836196543295216e+01,4.490232672879693743e-01,1.333579004515495603e+00,5.890990233527464426e-01,-3.275735159692964860e-02,0.000000000000000000e+00,4.369699812142056605e-01
9.185911562158937116e+00,2.100053268889268132e-01,2.658013752077585390e-01,2.483437528885564127e+00,1.011439053004267308e+01,4.126729012707499034e-01,9.434393847919584492e-03,1.194100595531544760e-02,1.115673020837358032e-01,4.543843968422792701e-01,6.129844704326825600e-01,1.131150959627853281e+00,2.478243053004984542e-02,6.155832020614619893e+01,4.391635577895408593e-01,1.336501791258348559e+00,5.719711687290172097e-01,-3.519533526177385380e-02,0.000000000000000000e+00,nan
9.220146967424449613e+00,2.023250090797056866e-01,3.171130248868755386e-01,2.382584609920848528e+00,8.519858882987383808e+00,4.466686483826330933e-01,9.801604969956420957e-03,1.536249332154798232e-02,1.154239570291674816e-01,4.127432962966951502e-01,6.174863277936000205e-01,1.095137683925539562e+00,2.327556544903644151e-02,6.247037660954462979e+01,4.465470723081398363e-01,1.297348513773873169e+00,6.001898803346046307e-01,-2.788138426723834121e-02,0.000000000000000000e+00,4.209628362069924301e-01
9.227341653805639865e+00,2.080454625891334230e-01,2.404347186790099788e-01,2.282751733770251423e+00,8.910028275984956281e+00,4.421638652371947531e-01,9.969305281498041377e-03,1.152136211456768200e-02,1.093869033845164956e-01,4.269585639822230383e-01,6.115536695501301301e-01,1.121147374468459246e+00,2.299957019244560849e-02,6.546499913501895662e+01,4.350986778656024123e-01,1.329322061141235745e+00,5.758606226900991887e-01,-3.275735159692916287e-02,0.000000000000000000e+00,4.099617042370019560e-01
9.221144268850796522e+00,2.241960546320119763e-01,2.685957173095330219e-01,2.222256799240153846e+00,8.977896390007259697e+00,4.409058490391297158e-01,1.071985742080463697e-02,1.284281205627343936e-02,1.062564463026310774e-01,4.292750351811612242e-01,5.999953753101423537e-01,1.152457788551284334e+00,2.356074343483406663e-02,6.543430784136634770e+01,4.373180983868388827e-01,1.307474602528259755e+00,5.915436664875307615e-01,-3.519533526177433258e-02,0.000000000000000000e+00,4.222789864992467779e-01
9.196625665629616364e+00,9.832737271244580690e-02,3.163363049961785967e-01,1.973123963115417379e+00,8.468729277469233097e+00,4.586126901128595446e-01,4.903339828206145640e-03,1.577489930430122853e-02,9.839475059122755607e-02,4.223143201634055321e-01,5.999953753101423537e-01,1.173873006238051353e+00,2.301175682397654451e-02,6.789430586912652643e+01,4.207657005794604443e-01,1.229515562306706000e+00,6.155599029729947880e-01,-7.264514363434068991e-03,0.000000000000000000e+00,4.005301223150228851e-01
9.119314345714961689e+00,1.541528689511396655e-01,2.649130173772961117e-01,1.593055955724360206e+00,8.179875487377961107e+00,4.722265633282597963e-01,7.982516752061921683e-03,1.371802298226317517e-02,8.249341021069400703e-02,4.235794867267211883e-01,5.999953753101423537e-01,1.239825506297316249e+00,2.200929621682566617e-02,6.897908580026980019e+01,4.085468347419713431e-01,1.235065830161194755e+00,6.056362449011802873e-01,1.816273327604495461e-02,0.000000000000000000e+00,3.889407516377125784e-01
9.214255891420503275e+00,1.096699297560867481e-01,2.470469142238745364e-01,1.719303662376800323e+00,8.290557298519031448e+00,4.705752591710829491e-01,5.600881528186961444e-03,1.261677199529064736e-02,8.780543714550854972e-02,4.234016501599309201e-01,6.011754083795008974e-01,1.219814649284198582e+00,2.150881246575526637e-02,6.859676017739366216e+01,4.054378093257552940e-01,1.217556761680265609e+00,6.206664201131150138e-01,-1.100692245431461776e-02,0.000000000000000000e+00,3.687018697674580014e-01
9.281474836845040599e+00,1.001400353016138611e-01,2.345505951784926379e-01,1.814751674028299622e+00,7.954387674990678114e+00,4.787892130032255222e-01,5.165770476674881075e-03,1.209940196456124432e-02,9.361481241699369515e-02,4.103308021385446702e-01,6.023792391151625569e-01,1.230816822919022835e+00,2.120422598648142795e-02,6.864125494927171189e+01,4.069583014930254206e-01,1.151381345622071173e+00,6.197958643536122247e-01,-2.932120661296026137e-02,0.000000000000000000e+00,3.684452486720700137e-01
9.227331888094893131e+00,1.900332064817140676e-01,2.563340575660139620e-01,1.871161206975232361e+00,7.960169181235934310e+00,4.730744892749096930e-01,9.742779732199637749e-03,1.314194664692440798e-02,9.593224163562548423e-02,4.081085427103409158e-01,6.036077561919560575e-01,1.201030720404571150e+00,2.070278598776850373e-02,7.079228373272263752e+01,4.231444229329223705e-01,1.268651623450173904e+00,5.966946531588883662e-01,-3.131752925120724618e-02,0.000000000000000000e+00,4.233252701229760495e-01
9.180358071990132984e+00,1.595284557778368084e-01,2.492427261953613638e-01,1.710693640753756961e+00,7.147100028164595997e+00,4.976633832303141158e-01,8.647971070554899553e-03,1.351134426252733299e-02,9.273598897254574369e-02,3.874413124640579964e-01,5.977033722676360350e-01,1.245056300945189154e+00,2.054208555770790923e-02,7.254789786708998633e+01,4.144606207900656814e-01,1.181703641997326582e+00,6.157458426447455224e-01,-2.244891664502823153e-02,0.000000000000000000e+00,3.944975743700974702e-01
9.138996697737111319e+00,1.547879562055076152e-01,2.949117484888440499e-01,1.360077713686194123e+00,7.274136986778870551e+00,5.015113472338933454e-01,8.494139895184150274e-03,1.618356950893361235e-02,7.463558956120956711e-02,3.991753538007792868e-01,5.977033722676360350e-01,1.261744195637015453e+00,2.046475335052839323e-02,7.396783187852722108e+01,4.020270656077066795e-01,1.165392311508066880e+00,6.306476621992732623e-01,-4.206762522971022045e-02,0.000000000000000000e+00,3.298557015676039095e-01
9.179866343286281705e+00,1.141158408297836546e-01,3.848451041579743492e-01,1.341292153740097026e+00,7.152895355308199754e+00,5.051372293296579885e-01,6.279411649771935409e-03,2.117673421003753859e-02,7.380680468810968398e-02,3.935998201224227833e-01,5.933705433020527442e-01,1.286156623890753137e+00,2.033302728103923360e-02,7.278628183620713799e+01,4.043689481523912721e-01,1.164477692139049392e+00,6.259147965397648949e-01,-3.519533526177529709e-02,0.000000000000000000e+00,3.763679594513580362e-01
9.168430723466860499e+00,1.308420085338978245e-01,2.589688961570806303e-01,1.239068655485423109e+00,6.907662757054378488e+00,5.178449412146401976e-01,7.390127521410909048e-03,1.462690146784184457e-02,6.998421588314371333e-02,3.901538139129632210e-01,5.893374914205662396e-01,1.290500766585422010e+00,2.145147860223535832e-02,7.102585884418751050e+01,3.883157366692406853e-01,1.201604526787237281e+00,6.152065280619630760e-01,-1.495661307827095537e-03,0.000000000000000000e+00,3.790168702695223546e-01
9.193772970981811454e+00,2.146623098205053259e-01,2.185817718593663361e-01,1.424575230708128748e+00,7.989778467346950741e+00,4.828314668803839194e-01,1.127346936472128393e-02,1.147930864437048983e-02,7.481474150985187310e-02,4.196010136006724234e-01,5.933705433020527442e-01,1.275711289488017375e+00,2.177437333306648376e-02,6.994407479921990500e+01,4.022299987632000917e-01,1.273744383090004817e+00,5.917175334749210647e-01,-1.613312696961163514e-02,0.000000000000000000e+00,4.016671452253322006e-01
9.157476495033920472e+00,2.157520111160569631e-01,2.721446846301233125e-01,1.482518660884674544e+00,8.037666696380945552e+00,4.778090068221722553e-01,1.125727750512425275e-02,1.419967406365380339e-02,7.735327186881513217e-02,4.193807697402344714e-01,5.988382967930719891e-01,1.257398099447346151e+00,2.371713075458240297e-02,6.296529214164049648e+01,4.111872864075762912e-01,1.262434166534221580e+00,5.917982145626048407e-01,-8.704336709157432447e-03,0.000000000000000000e+00,3.922726727006169978e-01
9.114700957867022169e+00,1.042909511955168317e-01,2.897187829597756559e-01,1.375597510904190246e+00,7.719869719056958068e+00,4.899276386244788561e-01,5.605781219297109770e-03,1.557278070413592452e-02,7.394024700649241832e-02,4.149535524455956748e-01,5.954969793383102505e-01,1.313972764129747395e+00,2.323392968150519641e-02,6.566083374903236347e+01,3.951796062875792548e-01,1.254827474775616292e+00,5.955267320386830043e-01,3.677371686889498864e-02,0.000000000000000000e+00,3.516866367812032101e-01
9.078265900118067222e+00,1.015694258553110629e-01,1.476474040344559757e-01,1.271678569762283217e+00,6.409136873771234200e+00,5.337551004509378805e-01,5.971757128136175562e-03,8.680904022728209643e-03,7.476812534604707072e-02,3.768241130521506888e-01,5.933705433020527442e-01,1.337402540396650963e+00,2.329639101610806243e-02,6.383272832963035626e+01,3.732898127964589530e-01,1.172319306123362548e+00,6.021737493891154980e-01,2.200279055483778459e-02,0.000000000000000000e+00,3.095920648283692067e-01
9.033402957697960645e+00,4.861262903830282367e-02,1.353048421406199131e-01,1.099094522937457352e+00,7.409912200642419400e+00,5.096037594254817504e-01,2.742397148614365322e-03,7.632987983180006090e-03,6.200351113259971320e-02,4.180173443101241060e-01,5.954969793383102505e-01,1.332219352917030086e+00,2.202071688505916405e-02,6.892048907993316220e+01,3.537445321006519316e-01,1.216277689060895728e+00,6.143012626009725086e-01,-4.375305999275751027e-03,0.000000000000000000e+00,3.136913409406777986e-01
8.990421977017462041e+00,1.020676212642935288e-01,1.800502020436059725e-01,1.016835305816941926e+00,7.580928051792184874e+00,5.030928629224556969e-01,5.711577490445375951e-03,1.007538598827087926e-02,5.690084252238680751e-02,4.242193310764413305e-01,5.944240987587744440e-01,1.323619420511025879e+00,2.142917794755935801e-02,7.060330284725104377e+01,3.631970575189976680e-01,1.195198133378030159e+00,6.162948664080870609e-01,-2.444523928326943624e-02,0.000000000000000000e+00,3.253735802895766360e-01
